Reporting Year,StateName,LEAName,NCESID,Year used to make the LEA/ESA/SEA determinations,"Total LEA/ESA allocation for Section 611   of IDEA FFY 2010 ($) ","Total LEA/ESA allocation for Section 611   of IDEA FFY 2011 ($) ","Increase in LEA/ESA allocations for  Section 611 from FFY 2010 to FFY 2011 ($) ","Total LEA/ESA allocation for Section 619   of IDEA FFY 2010 ($) ","Total LEA/ESA allocation for Section 619   of IDEA FFY 2011 ($) ","Increase in LEA/ESA allocations for  Section 619 from FFY 2010 to FFY 2011 ($) ","Total LEA/ESA allocations  for Section 611 and 619 of IDEA for FFY 2011 ($) ",15% of the total LEA/ESA allocations for Section 611 and 619 of IDEA for FFY 2011 ($),"Determination under 34 CFR  300.600(a)(2)   that controls whether the LEA may be able   to reduce MOE during SY 2011-12","Reduction  of local and/or state funds taken pursant to  Section 613(a)(2)(C) by the LEA/ESA during SY 2011-12($) ","Percent of the available reduction taken by LEA /ESA during SY 2011-12 (%)  ","Required CEIS  Was the LEA/ESA required to use 15% of funds   for CEIS due to significant disproportionality   in SY 2011-12? (Y/N) ","Required CEIS  Amount reserved for required CEIS in the   LEA /ESA in SY 2011-12($) ","Required CEIS  Percent taken for required CEIS in the   LEA /ESA in SY 2011-12 ($)","Voluntary CEIS  Did the LEA/ESA voluntarily use up to 15% of  IDEA 611 and 619 fund for CEIS in SY 2011-12? (Y/N)  ","Voluntary CEIS  Amount reserved for voluntary CEIS in   SY 2011-12 ($)  ","Voluntary CEIS  Percent taken for voluntary CEIS during   SY 2011-12 (%)  ","Total number of children receiving CEIS under the IDEA in the LEA/ESA during   SY 2011-12","Total number of children who received CEIS  under the IDEA anytime in the past two school years (including SY 2009-10,   SY 2010-11 and SY 2011-12) and received special education and related services in   SY 2011-12 "
2011,Bureau of Indian Affairs,Wide Ruins Community School,5900152,2010-11,+,123527,123527,0,0,0,123527,18529.05,+,0,0,0,0,0,1,0,0,0,0
2011,Bureau of Indian Affairs,Wingate Elementary School,5900126,2010-11,+,665608,665608,0,0,0,665608,99841.2,+,0,0,0,0,0,1,0,0,0,0
2011,Bureau of Indian Affairs,Wingate High School,5900168,2010-11,+,835968,835968,0,0,0,835968,125395.2,+,0,0,0,0,0,1,0,0,0,0
2011,Bureau of Indian Affairs,Wounded Knee District School,5900093,2010-11,+,192993,192993,0,0,0,192993,28948.95,+,0,0,0,0,0,1,0,0,0,0
2011,Bureau of Indian Affairs,Yakama Nation Tribal School,5900016,2010-11,+,181383,181383,0,0,0,181383,27207.45,+,0,0,0,0,0,1,0,0,0,0
2011,California,ACTON-AGUA DULCE UNIFIED,600001,2009-10,464867,454837,-10030,12631,7055,-5576,461892,69283.8,1,+,0,0,+,+,0,0,0,0,0
2011,California,ROSS VALLEY ELEMENTARY,600006,2009-10,309587,289260,-20327,0,0,0,289260,43389,1,+,0,0,+,+,0,0,0,0,0
2011,California,TWIN RIDGES ELEMENTARY,600012,2009-10,16805,20961,4156,0,0,0,20961,3144.15,1,+,0,0,+,+,0,0,0,0,0
2011,California,ROCKLIN UNIFIED,600013,2009-10,1753625,1752560,-1065,32806,35390,2584,1787950,268192.5,1,+,0,0,+,+,0,0,0,0,0
2011,California,HESPERIA UNIFIED,600014,2009-10,2723376,2730457,7081,42325,37761,-4564,2768218,415232.7,1,+,0,0,+,+,0,0,0,0,0
2011,California,LUCERNE VALLEY UNIFIED,600015,2009-10,333495,356984,23489,0,0,0,356984,53547.6,1,+,0,0,+,+,0,0,0,0,0
2011,California,UPLAND UNIFIED,600016,2009-10,1761061,1840349,79288,0,0,0,1840349,276052.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,APPLE VALLEY UNIFIED,600017,2009-10,2411368,2447728,36360,1649,24781,23132,2472509,370876.35,1,+,0,0,+,+,1,361446,14.62,3655,5462
2011,California,DUBLIN UNIFIED,600019,2009-10,697810.08,734288.84,36478.76,27087.85,30013.23,2925.38,764302.07,114645.31,1,+,0,0,+,+,0,0,0,0,0
2011,California,PLEASANTON UNIFIED,600020,2009-10,2278270.99,2336302.65,58031.66,50389.26,51165.35,776.09,2387468,358120.2,1,+,0,0,+,+,0,0,0,0,0
2011,California,SUNOL GLEN UNIFIED,600021,2009-10,25868.32,17487.77,-8380.55,0,285.81,285.81,17773.58,2666.04,1,+,0,0,+,+,0,0,0,0,0
2011,California,MENDOTA UNIFIED,600022,2009-10,228215,189695,-38520,3612,1871,-1741,191566,28734.9,1,+,0,0,+,+,0,0,0,0,0
2011,California,MANHATTAN BEACH UNIFIED,600025,2009-10,833271,852912,19641,54714,47760,-6954,900672,135100.8,1,+,0,0,+,+,0,0,0,0,0
2011,California,EL TEJON UNIFIED,600026,2009-10,191110,171093,-20017,0,0,0,171093,25663.95,1,+,0,0,+,+,0,0,0,0,0
2011,California,LAKE ELSINORE UNIFIED,600027,2009-10,3841746,4044312,202566,68828,86006,17178,4130318,619547.7,1,101281.5,100,0,+,+,0,0,0,0,0
2011,California,TEMECULA VALLEY UNIFIED,600028,2009-10,5533802,5438938,-94864,106551,106835,284,5545773,831865.95,1,+,0,0,+,+,0,0,0,0,0
2011,California,MURRIETA VALLEY UNIFIED,600029,2009-10,3726417,3927214,200797,91991,120946,28955,4048160,607224,1,+,0,0,+,+,0,0,0,0,0
2011,California,PACIFIC UNIFIED,600031,2009-10,5291,5322.83,31.83,0,0,0,5322.83,798.42,1,+,0,0,+,+,0,0,0,0,0
2011,California,REDONDO BEACH UNIFIED,600032,2009-10,1421579,1454017,32438,77595,72726,-4869,1526743,229011.45,1,+,0,0,+,+,0,0,0,0,0
2011,California,DOS PALOS ORO LOMA JOINT UNIFIED,600033,2009-10,481941,457142,-24799,0,0,0,457142,68571.3,1,+,0,0,+,+,0,0,0,0,0
2011,California,WINDSOR UNIFIED,600034,2009-10,1141967,1227063,85096,57080,68605,11525,1295668,194350.2,1,+,0,0,+,+,0,0,0,0,0
2011,California,FARMERSVILLE UNIFIED,600035,2009-10,467615,441022,-26593,0,0,0,441022,66153.3,1,+,0,0,+,+,0,0,0,0,0
2011,California,NATOMAS UNIFIED,600036,2009-10,1808575,1898138,89563,33157,33157,0,1931295,289694.25,1,+,0,0,+,+,0,0,0,0,0
2011,California,FERNDALE UNIFIED,600037,2009-10,108585,101109,-7476,0,0,0,101109,15166.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,MATTOLE UNIFIED,600038,2009-10,167349,123859,-43490,0,0,0,123859,18578.85,1,+,0,0,+,+,0,0,0,0,0
2011,California,DELHI UNIFIED,600039,2009-10,336650,354413,17763,0,0,0,354413,53161.95,1,+,0,0,+,+,0,0,0,0,0
2011,California,RIVERDALE JOINT UNIFIED,600040,2009-10,149923,146966,-2957,0,0,0,146966,22044.9,1,+,0,0,+,+,0,0,0,0,0
2011,California,WARNER UNIFIED,600042,2009-10,50181,54804,4623,2380,2820,440,57624,8643.6,1,+,0,0,+,+,0,0,0,0,0
2011,California,SCOTTS VALLEY UNIFIED,600043,2009-10,412963,430984,18021,0,8967,8967,439951,65992.65,1,+,0,0,+,+,0,0,0,0,0
2011,California,HEALDSBURG UNIFIED,600044,2009-10,326758,329496,2738,19027,24139,5112,353635,53045.25,1,+,0,0,+,+,0,0,0,0,0
2011,California,ORLAND JOINT UNIFIED,600045,2009-10,292507,283174,-9333,0,0,0,283174,42476.1,1,+,0,0,+,+,0,0,0,0,0
2011,California,GONZALES UNIFIED,600046,2009-10,373902,377920.46,4018.46,0,0,0,377920.46,56688.07,1,+,0,0,+,+,0,0,0,0,0
2011,California,TRACY JOINT UNIFIED,600047,2009-10,2405382,2419857,14475,53495,50575,-2920,2470432,370564.8,1,+,0,0,+,+,0,0,0,0,0
2011,California,PASO ROBLES JOINT UNIFIED,600048,2009-10,1269593,1257238,-12355,66329,59213,-7116,1316451,197467.65,1,+,0,0,+,+,0,0,0,0,0
2011,California,COAST UNIFIED,600049,2009-10,132503,138621,6118,3276,5263,1987,143884,21582.6,1,+,0,0,+,+,0,0,0,0,0
2011,California,GRIDLEY UNIFIED,600051,2009-10,207378,222027,14649,0,0,0,222027,33304.05,1,+,0,0,+,+,0,0,0,0,0
2011,California,EUREKA CITY UNIFIED,600052,2009-10,625962,621822,-4140,0,0,0,621822,93273.3,1,+,0,0,+,+,0,0,0,0,0
2011,California,HUGHSON UNIFIED,600060,2009-10,294591,308497,13906,0,0,0,308497,46274.55,1,+,0,0,+,+,0,0,0,0,0
2011,California,RIVERBANK UNIFIED,600061,2009-10,376509,381644,5135,0,0,0,381644,57246.6,1,+,0,0,+,+,0,0,0,0,0
2011,California,OAKDALE JOINT UNIFIED,600062,2009-10,886924,927078,40154,0,0,0,927078,139061.7,1,+,0,0,+,+,0,0,0,0,0
2011,California,WATERFORD UNIFIED,600063,2009-10,508838,500909,-7929,0,0,0,500909,75136.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,PORTERVILLE UNIFIED,600064,2009-10,2332694,2199889,-132805,0,0,0,2199889,329983.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,DINUBA UNIFIED,600065,2009-10,1064489,999412,-65077,0,0,0,999412,149911.8,1,+,0,0,+,+,0,0,0,0,0
2011,California,CARUTHERS UNIFIED SCHOOL DISTRICT,600067,2009-10,161455,159069,-2386,0,0,0,159069,23860.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,GOLDEN VALLEY UNIFIED SCHOOL DISTRICT,600068,2009-10,122025,122385,360,0,0,0,122385,18357.75,1,+,0,0,+,+,0,0,0,0,0
2011,California,VALLEY CENTER-PAUMA USD,600069,2009-10,738068,737393,-675,35758,28924,-6834,766317,114947.55,1,+,0,0,+,+,0,0,0,0,0
2011,California,STATE BOARD OF EDUCATION CHARTER,600071,2009-10,42728,50993,8265,0,0,0,50993,7648.95,1,+,0,0,+,+,0,0,0,0,0
2011,California,CHAWANAKEE JOINT USD,600116,2009-10,57151,65899,8748,0,0,0,65899,9884.85,1,+,0,0,+,+,0,0,0,0,0
2011,California,SBE -  NEW WEST CHARTER MIDDLE,600134,2009-10,37583,30165,-7418,0,0,0,30165,4524.75,1,+,0,0,+,+,0,0,0,0,0
2011,California,SBE-SCHOOL OF ARTS AND ENTERPRISE,600136,2009-10,40803,53376,12573,0,0,0,53376,8006.4,1,+,0,0,+,+,0,0,0,0,0
2011,California,SBE -  LIVERMORE VALLEY CHARTER,600151,2009-10,149118,131831,-17287,0,0,0,131831,19774.65,1,+,0,0,+,+,0,0,0,0,0
2011,California,ALHAMBRA UNIFIED SCHOOL DISTRICT,600153,2009-10,3054179,2905770,-148409,47136,50977,3841,2956747,443512.05,1,+,0,0,+,+,1,435866,14.74,279,0
2011,California,TURLOCK UNIFIED SCHOOL DISTRICT,600158,2009-10,2134600,2043388,-91212,0,0,0,2043388,306508.2,1,+,0,0,+,+,0,0,0,0,0
2011,California,YOSEMITE UNIFIED SCHOOL DISTRICT,600160,2009-10,148798,141213,-7585,0,0,0,141213,21181.95,1,+,0,0,+,+,0,0,0,0,0
2011,California,TWIN RIVERS UNIFIED,601332,2009-10,5137114,5070948,-66166,148666,155665,6999,5226613,783991.95,1,+,0,0,+,+,0,0,0,0,0
2011,California,SBE-MICRO ENTERPRISE CHARTER ACADEMY,601333,2009-10,13935,16158,2223,0,0,0,16158,2423.7,1,773,69.55,0,+,+,0,0,0,0,0
2011,California,SBE- EVEREST PUBLIC HIGH,601334,2009-10,18640.83,34811,16170.17,0,0,0,34811,5221.65,1,+,0,0,+,+,0,0,0,0,0
2011,California,SBE- BARACK OBAMA CHARTER SCHOOL,601336,2009-10,42128,39002,-3126,0,0,0,39002,5850.3,1,+,0,0,+,+,0,0,0,0,0
2011,California,SBE- WESTERN SIERRA COLLEGIATE ACADEMY,601337,2009-10,25156,31978,6822,0,0,0,31978,4796.7,1,+,0,0,+,+,0,0,0,0,0
2011,California,SBE- RIVER MONTESSORI ELEMENTARY CHART,601338,2009-10,14080,0,-14080,0,0,0,0,0,1,+,0,0,+,+,0,0,0,0,0
2011,California,SBE- ASPIRE COLLEGE PREPARATORY ACADEM,601342,2009-10,40773,36653,-4120,0,0,0,36653,5497.95,1,+,0,0,+,+,0,0,0,0,0
2011,California,BISHOP UNIFIED,601409,2009-10,341823,354829,13006,0,0,0,354829,53224.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,ABC UNIFIED,601620,2009-10,3499453,3525049,25596,92877,95314,2437,3620363,543054.45,1,+,0,0,+,+,0,0,0,0,0
2011,California,ACALANES UNION HIGH,601650,2009-10,575323,606943,31620,0,0,0,606943,91041.45,1,+,0,0,+,+,0,0,0,0,0
2011,California,ACKERMAN ELEMENTARY,601680,2009-10,77300,69463,-7837,1893,1279,-614,70742,10611.3,1,+,0,0,+,+,0,0,0,0,0
2011,California,ADELANTO ELEMENTARY,601710,2009-10,1522190,1606427,84237,0,0,0,1606427,240964.05,1,+,0,0,+,+,0,0,0,0,0
2011,California,ALAMEDA CITY UNIFIED,601770,2009-10,1686183,1700202,14019,61692,59054,-2638,1759256,263888.4,1,+,0,0,+,+,0,0,0,0,0
2011,California,ALBANY CITY UNIFIED,601860,2009-10,632772,600906,-31866,11918,14581,2663,615487,92323.05,1,+,0,0,+,+,0,0,0,0,0
2011,California,ALEXANDER VALLEY UNION ELEMENTARY,601890,2009-10,25408,29250,3842,1269,1271,2,30521,4578.15,1,+,0,0,+,+,0,0,0,0,0
2011,California,ALISAL UNION,601950,2009-10,948864,1066338.96,117474.96,0,0,0,1066338.96,159950.84,1,+,0,0,+,+,0,0,0,0,0
2011,California,ALPINE UNION ELEMENTARY,602100,2009-10,396317,369419,-26898,24354,11115,-13239,380534,57080.1,1,+,0,0,+,+,0,0,0,0,0
2011,California,ALTA LOMA SCHOOL DISTRICT,602160,2009-10,777612,834978,57366,0,0,0,834978,125246.7,1,+,0,0,+,+,0,0,0,0,0
2011,California,ALTA-DUTCH FLAT UNION SCHOOL DISTRICT,602250,2009-10,21214,19365,-1849,0,1066,1066,20431,3064.65,1,+,0,0,+,+,0,0,0,0,0
2011,California,ALUM ROCK UNION ELEMENTARY,602310,2009-10,2352120,2266474,-85646,74408,77073,2665,2343547,351532.05,1,+,0,0,+,+,0,0,0,0,0
2011,California,ALVIEW-DAIRYLAND UNION ELEMENTARY,602360,2009-10,22140,22489,349,0,0,0,22489,3373.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,ALVORD UNIFIED,602430,2009-10,3011883,2958342,-53541,55592,53082,-2510,3011424,451713.6,2,+,0,0,+,+,0,0,0,0,0
2011,California,AMERICAN UNION ELEMENTARY,602550,2009-10,19770,0,-19770,0,0,0,0,0,1,+,0,0,+,+,0,0,0,0,0
2011,California,ANAHEIM CITY SCHOOL DISTRICT,602610,2009-10,3697193,3670302,-26891,136908,139101,2193,3809403,571410.45,1,+,0,0,+,+,0,0,0,0,199
2011,California,ANAHEIM UNION HIGH,602630,2009-10,5427505,5524580,97075,19830,19829,-1,5544409,831661.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,WEST SONOMA COUNTY UNION HIGH,602670,2009-10,600406,584265,-16141,15221,21598,6377,605863,90879.45,1,+,0,0,+,+,0,0,0,0,0
2011,California,ANDERSON UNION HIGH,602700,2009-10,363039,390823,27784,0,0,0,390823,58623.45,1,+,0,0,+,+,0,0,0,0,0
2011,California,ANDERSON VALLEY UNIFIED,602730,2009-10,65804,70224,4420,3319,1579,-1740,71803,10770.45,1,+,0,0,+,+,0,0,0,0,0
2011,California,ANTELOPE ELEMENTARY,602760,2009-10,23584,23943,359,0,0,0,23943,3591.45,1,+,0,0,+,+,0,0,0,0,0
2011,California,ANTELOPE VALLEY UNION HIGH,602820,2009-10,5571810,5757300,185490,0,0,0,5757300,863595,1,+,0,0,+,+,0,0,0,0,0
2011,California,ANTIOCH UNIFIED,602850,2009-10,3196127,3004007,-192120,81917,73634,-8283,3077641,461646.15,1,+,0,0,+,+,0,0,0,0,0
2011,California,ARCADIA UNIFIED,602970,2009-10,1582480,1547753,-34727,25028,23240,-1788,1570993,235648.95,1,+,0,0,+,+,1,235649,15,1542,0
2011,California,ARCATA ELEMENTARY,603000,2009-10,145632,154192,8560,0,0,0,154192,23128.8,1,+,0,0,+,+,0,0,0,0,0
2011,California,NORTHERN HUMBOLDT UNION HIGH,603030,2009-10,301484,304592,3108,0,0,0,304592,45688.8,1,+,0,0,+,+,0,0,0,0,0
2011,California,ARCOHE UNION ELEMENTARY,603060,2009-10,63896,50505,-13391,0,0,0,50505,7575.75,1,+,0,0,+,+,0,0,0,0,0
2011,California,ARENA UNION ELEMENTARY,603090,2009-10,53763,60487,6724,3319,3439,120,63926,9588.9,1,+,0,0,+,+,0,0,0,0,0
2011,California,ARMONA UNION ELEMENTARY,603180,2009-10,64038,64038,0,0,0,0,64038,9605.7,1,+,0,0,+,+,0,0,0,0,0
2011,California,ARVIN UNION ELEMENTARY,603270,2009-10,550823,558249,7426,10358,11360,1002,569609,85441.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,ATASCADERO UNIFIED,603300,2009-10,869045,900416,31371,27842,39475,11633,939891,140983.65,1,+,0,0,+,+,0,0,0,0,0
2011,California,ATWATER ELEMENTARY,603420,2009-10,676844,666024,-10820,0,0,0,666024,99903.6,1,+,0,0,+,+,0,0,0,0,0
2011,California,AUBURN UNION ELEMENTARY,603480,2009-10,409726,396559,-13167,15562,16203,641,412762,61914.3,1,+,0,0,+,+,0,0,0,0,0
2011,California,AZUSA UNIFIED,603600,2009-10,1860789,1910568,49779,61318,68878,7560,1979446,296916.9,1,+,0,0,+,+,0,0,0,0,0
2011,California,BAKER VALLEY UNIFIED,603610,2009-10,56221,57099,878,1099,590,-509,57689,8653.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,BAKERSFIELD CITY ELEMENTARY,603630,2009-10,5335485,5391758,56273,145697,149624,3927,5541382,831207.3,1,+,0,0,+,+,0,0,0,0,0
2011,California,BALDWIN PARK UNIFIED,603690,2009-10,3297615,3159861,-137754,110923,113014,2091,3272875,490931.25,1,+,0,0,+,+,0,0,0,0,0
2011,California,BALLICO-CRESSEY ELEMENTARY,603750,2009-10,56699,46228,-10471,0,0,0,46228,6934.2,1,+,0,0,+,+,0,0,0,0,0
2011,California,BANGOR UNION ELEMENTARY,603780,2009-10,20169,21163,994,0,0,0,21163,3174.45,1,+,0,0,+,+,0,0,0,0,0
2011,California,BANNING UNIFIED,603840,2009-10,682498,611469,-71029,5956,2016,-3940,613485,92022.75,1,+,0,0,+,+,0,0,0,0,0
2011,California,BANTA ELEMENTARY,603870,2009-10,21855,24181,2326,0,0,0,24181,3627.15,1,+,0,0,+,+,0,0,0,0,0
2011,California,BARSTOW UNIFIED,604020,2009-10,998834,974831,-24003,0,4130,4130,978961,146844.15,1,+,0,0,+,+,0,0,0,0,0
2011,California,BASS LAKE JOINT UNION ELEMENTARY,604080,2009-10,56121,54916,-1205,0,0,0,54916,8237.4,1,+,0,0,+,+,0,0,0,0,0
2011,California,BASSETT UNIFIED,604110,2009-10,875912,830119,-45793,24803,22737,-2066,852856,127928.4,1,+,0,0,+,+,0,0,0,0,0
2011,California,BAYSHORE ELEMENTARY,604200,2009-10,101478.03,95635,-5843.03,4387.99,583.92,-3804.07,96218.92,14432.84,1,+,0,0,+,+,0,0,0,0,0
2011,California,BEAR VALLEY UNIFIED,604230,2009-10,439777,397674,-42103,7695,13571,5876,411245,61686.75,1,+,0,0,+,+,0,0,0,0,0
2011,California,BEARDSLEY ELEMENTARY,604260,2009-10,304939,282724,-22215,14125,5756,-8369,288480,43272,1,+,0,0,+,+,0,0,0,0,0
2011,California,BEAUMONT UNIFIED,604290,2009-10,1275177,1292985,17808,18531,12766,-5765,1305751,195862.65,1,+,0,0,+,+,0,0,0,0,0
2011,California,BELLA VISTA ELEMENTARY,604350,2009-10,81965,73530,-8435,0,0,0,73530,11029.5,1,+,0,0,+,+,0,0,0,0,0
2011,California,BELLEVUE UNION ELEMENTARY,604380,2009-10,367445,350531,-16914,36785,27950,-8835,378481,56772.15,1,+,0,0,+,+,0,0,0,0,0
2011,California,BELLFLOWER UNIFIED,604440,2009-10,3011709,2421980,-589729,60297,49590,-10707,2471570,370735.5,1,+,0,0,+,+,0,0,0,0,0
2011,California,BELMONT-REDWOOD SHORES ELEMENTARY,604530,2009-10,566142.74,589064,22921.26,30167.43,29779.89,-387.54,618843.89,92826.58,1,+,0,0,+,+,0,0,0,0,0
2011,California,BELRIDGE ELEMENTARY,604560,2009-10,2351,781,-1570,0,0,0,781,117.15,1,+,0,0,+,+,0,0,0,0,0
2011,California,BENICIA UNIFIED,604620,2009-10,754605.46,752884.77,-1720.69,27069.66,17843.86,-9225.8,770728.63,115609.29,1,+,0,0,+,+,0,0,0,0,0
2011,California,BENNETT VALLEY UNION ELEMENTARY,604650,2009-10,156824,142629,-14195,13953,10164,-3789,152793,22918.95,1,+,0,0,+,+,0,0,0,0,0
2011,California,BERKELEY UNIFIED,604740,2009-10,1679727,1707676,27949,32248,38640,6392,1746316,261947.4,1,+,0,0,+,+,0,0,0,0,105
2011,California,BERRYESSA UNION ELEMENTARY,604800,2009-10,1392540,1373092,-19448,43246,37894,-5352,1410986,211647.9,1,+,0,0,+,+,0,0,0,0,0
2011,California,BEVERLY HILLS UNIFIED,604830,2009-10,1027873,964413,-63460,20046,21855,1809,986268,147940.2,1,+,0,0,+,+,0,0,0,0,0
2011,California,BIG CREEK ELEMENTARY,604860,2009-10,8238,10374,2136,0,0,0,10374,1556.1,1,+,0,0,+,+,0,0,0,0,0
2011,California,BIG LAGOON UNION ELEMENTARY,604890,2009-10,8942,6319,-2623,0,0,0,6319,947.85,1,+,0,0,+,+,0,0,0,0,0
2011,California,BIG PINE UNIFIED,604950,2009-10,30723,33445,2722,0,0,0,33445,5016.75,1,+,0,0,+,+,0,0,0,0,0
2011,California,BIGGS UNIFIED,605040,2009-10,65922,67289,1367,0,0,0,67289,10093.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,BITTERWATER-TULLY UNION ELEMENTARY,605190,2009-10,4700,4892,192,0,0,0,4892,733.8,1,+,0,0,+,+,0,0,0,0,0
2011,California,BLACK BUTTE UNION ELEMENTARY,605220,2009-10,39770,37822,-1948,0,0,0,37822,5673.3,1,+,0,0,+,+,0,0,0,0,0
2011,California,BLACK OAK MINE UNIFIED,605240,2009-10,203407,225244,21837,0,0,0,225244,33786.6,1,+,0,0,+,+,0,0,0,0,0
2011,California,FAMILY PARTNERSHIP CHARTER previously Blochman Union Elementary,605280,2009-10,52515,53612,1097,0,0,0,53612,8041.8,1,+,0,0,+,+,0,0,0,0,0
2011,California,BLUE LAKE UNION ELEMENTARY,605400,2009-10,45989,42971,-3018,0,0,0,42971,6445.65,1,+,0,0,+,+,0,0,0,0,0
2011,California,BOLINAS-STINSON UNION ELEMENTARY,605520,2009-10,13699,22251,8552,0,0,0,22251,3337.65,1,+,0,0,+,+,0,0,0,0,0
2011,California,SANTA MARIA-BONITA UNION,605580,2009-10,1724781,1808924,84143,26035,54584,28549,1863508,279526.2,1,+,0,0,+,+,0,0,0,0,0
2011,California,BONITA UNIFIED,605610,2009-10,1731965,1592026,-139939,43405,51492,8087,1643518,246527.7,1,+,0,0,+,+,0,0,0,0,0
2011,California,BONNY DOON UNION ELEMENTARY,605640,2009-10,14924,14924,0,0,0,0,14924,2238.6,1,+,0,0,+,+,0,0,0,0,0
2011,California,BONSALL UNION ELEMENTARY,605670,2009-10,246445,321063,74618,15818,17891,2073,338954,50843.1,1,+,0,0,+,+,0,0,0,0,0
2011,California,BORREGO SPRINGS UNIFIED,605700,2009-10,92797,90228,-2569,2380,940,-1440,91168,13675.2,1,+,0,0,+,+,0,0,0,0,0
2011,California,BRADLEY UNION ELEMENTARY,605730,2009-10,12346,8871.38,-3474.62,0,0,0,8871.38,1330.71,1,+,0,0,+,+,0,0,0,0,0
2011,California,BRAWLEY ELEMENTARY,605790,2009-10,505764,564588,58824,0,0,0,564588,84688.2,1,+,0,0,+,+,0,0,0,0,0
2011,California,BRAWLEY UNION HIGH,605820,2009-10,280051,268752,-11299,0,0,0,268752,40312.8,1,+,0,0,+,+,0,0,0,0,0
2011,California,BREA-OLINDA UNIFIED,605880,2009-10,828173,791928,-36245,16968,18548,1580,810476,121571.4,1,+,0,0,+,+,0,0,0,0,0
2011,California,BRENTWOOD UNION ELEMENTARY,605910,2009-10,1486736,1551051,64315,42475,44072,1597,1595123,239268.45,1,+,0,0,+,+,0,0,0,0,0
2011,California,BRET HARTE UNION HIGH,605940,2009-10,66353,60736,-5617,0,0,0,60736,9110.4,1,+,0,0,+,+,0,0,0,0,0
2011,California,BRIDGEVILLE ELEMENTARY,606000,2009-10,10220,11375,1155,0,0,0,11375,1706.25,1,+,0,0,+,+,0,0,0,0,0
2011,California,BRIGGS ELEMENTARY,606030,2009-10,98419.93,101908,3488.07,3167.12,3185,17.88,105093,15763.95,1,+,0,0,+,+,0,0,0,0,0
2011,California,BRISBANE ELEMENTARY,606060,2009-10,114234.58,108611,-5623.58,6033.49,7590.75,1557.26,116201.75,17430.26,1,+,0,0,+,+,0,0,0,0,0
2011,California,BUCKEYE UNION ELEMENTARY,606270,2009-10,437561,466514,28953,0,0,0,466514,69977.1,1,+,0,0,+,+,0,0,0,0,0
2011,California,BUELLTON UNION ELEMENTARY,606330,2009-10,448892,462498,13606,2735,5586,2851,468084,70212.6,1,+,0,0,+,+,0,0,0,0,0
2011,California,BUENA PARK ELEMENTARY,606360,2009-10,1039746,925980,-113766,34631,37735,3104,963715,144557.25,1,+,0,0,+,+,0,0,0,0,0
2011,California,PANAMA-BUENA VISTA UNION ELEMENTARY,606390,2009-10,2831428,2904311,72883,91179,101186,10007,3005497,450824.55,1,36442,100,0,+,+,0,0,0,0,0
2011,California,BURBANK UNIFIED,606450,2009-10,2918538,2899277,-19261,62097,58927,-3170,2958204,443730.6,1,+,0,0,+,+,1,443637,15,594,0
2011,California,BURLINGAME ELEMENTARY,606480,2009-10,492701.05,516816,24114.95,17551.96,23940.7,6388.74,540756.7,81113.51,1,+,0,0,+,+,0,0,0,0,0
2011,California,BURREL UNION ELEMENTARY,606540,2009-10,6590,8645,2055,0,0,0,8645,1296.75,1,+,0,0,+,+,0,0,0,0,0
2011,California,BURTON ELEMENTARY,606570,2009-10,697102,688644,-8458,0,0,0,688644,103296.6,1,+,0,0,+,+,0,0,0,0,0
2011,California,BUTTONWILLOW UNION ELEMENTARY,606720,2009-10,67605,60465,-7140,2982,757,-2225,61222,9183.3,1,+,0,0,+,+,0,0,0,0,0
2011,California,BYRON UNION ELEMENTARY,606750,2009-10,207555,217265,9710,8596,10749,2153,228014,34202.1,1,+,0,0,+,+,0,0,0,0,0
2011,California,CABRILLO UNIFIED,606780,2009-10,639628.54,617504,-22124.54,18100.46,16349.74,-1750.72,633853.74,95078.06,1,+,0,0,+,+,0,0,0,0,0
2011,California,CAJON VALLEY UNION,606810,2009-10,3115088,3150333,35245,212649,236515,23866,3386848,508027.2,1,+,0,0,+,+,0,0,0,0,0
2011,California,CALAVERAS UNIFIED,606870,2009-10,273836,252309,-21527,0,0,0,252309,37846.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,CALEXICO UNIFIED,606900,2009-10,1256050,1222926,-33124,0,0,0,1222926,183438.9,1,+,0,0,+,+,0,0,0,0,0
2011,California,CALIENTE UNION ELEMENTARY,606960,2009-10,12580,12693,113,157,909,752,13602,2040.3,1,+,0,0,+,+,0,0,0,0,0
2011,California,CALIPATRIA UNIFIED,606990,2009-10,181824,166668,-15156,0,0,0,166668,25000.2,1,+,0,0,+,+,0,0,0,0,0
2011,California,CALISTOGA JOINT UNIFIED,607020,2009-10,146447,146392.7,-54.3,0,0,0,146392.7,21958.91,1,+,0,0,+,+,0,0,0,0,0
