Reporting Year,StateName,LEAName,NCESID,Year used to make the LEA/ESA/SEA determinations,"Total LEA/ESA allocation for Section 611   of IDEA FFY 2010 ($) ","Total LEA/ESA allocation for Section 611   of IDEA FFY 2011 ($) ","Increase in LEA/ESA allocations for  Section 611 from FFY 2010 to FFY 2011 ($) ","Total LEA/ESA allocation for Section 619   of IDEA FFY 2010 ($) ","Total LEA/ESA allocation for Section 619   of IDEA FFY 2011 ($) ","Increase in LEA/ESA allocations for  Section 619 from FFY 2010 to FFY 2011 ($) ","Total LEA/ESA allocations  for Section 611 and 619 of IDEA for FFY 2011 ($) ",15% of the total LEA/ESA allocations for Section 611 and 619 of IDEA for FFY 2011 ($),"Determination under 34 CFR  300.600(a)(2)   that controls whether the LEA may be able   to reduce MOE during SY 2011-12","Reduction  of local and/or state funds taken pursant to  Section 613(a)(2)(C) by the LEA/ESA during SY 2011-12($) ","Percent of the available reduction taken by LEA /ESA during SY 2011-12 (%)  ","Required CEIS  Was the LEA/ESA required to use 15% of funds   for CEIS due to significant disproportionality   in SY 2011-12? (Y/N) ","Required CEIS  Amount reserved for required CEIS in the   LEA /ESA in SY 2011-12($) ","Required CEIS  Percent taken for required CEIS in the   LEA /ESA in SY 2011-12 ($)","Voluntary CEIS  Did the LEA/ESA voluntarily use up to 15% of  IDEA 611 and 619 fund for CEIS in SY 2011-12? (Y/N)  ","Voluntary CEIS  Amount reserved for voluntary CEIS in   SY 2011-12 ($)  ","Voluntary CEIS  Percent taken for voluntary CEIS during   SY 2011-12 (%)  ","Total number of children receiving CEIS under the IDEA in the LEA/ESA during   SY 2011-12","Total number of children who received CEIS  under the IDEA anytime in the past two school years (including SY 2009-10,   SY 2010-11 and SY 2011-12) and received special education and related services in   SY 2011-12 "
2011,California,CAMBRIAN,607140,2009-10,507775,539965,32190,35821,36702,881,576667,86500.05,1,+,0,0,+,+,0,0,0,0,0
2011,California,CAMINO UNION ELEMENTARY,607170,2009-10,34548,35359,811,0,0,0,35359,5303.85,1,+,0,0,+,+,0,0,0,0,0
2011,California,CAMPBELL UNION,607200,2009-10,1043620,1068125,24505,52042,52718,676,1120843,168126.45,1,+,0,0,+,+,0,0,0,0,0
2011,California,CAMPBELL UNION HIGH,607230,2009-10,1334791,1376134,41343,0,0,0,1376134,206420.1,1,+,0,0,+,+,0,0,0,0,0
2011,California,CAPISTRANO UNIFIED,607440,2009-10,8401256,8454661,53405,200658,206987,6329,8661648,1299247.2,1,+,0,0,+,+,0,0,0,0,0
2011,California,CARDIFF ELEMENTARY,607470,2009-10,114134,138199,24065,3721,8257,4536,146456,21968.4,1,+,0,0,+,+,0,0,0,0,0
2011,California,CARLSBAD UNIFIED,607500,2009-10,1578585,1617794,39209,60087,59866,-221,1677660,251649,1,+,0,0,+,+,0,0,0,0,0
2011,California,CARMEL UNIFIED,607530,2009-10,317464,314046.58,-3417.42,0,0,0,314046.58,47106.99,1,+,0,0,+,+,0,0,0,0,0
2011,California,CARPINTERIA UNIFIED,607560,2009-10,398358,421507,23149,4240,6262,2022,427769,64165.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,CASCADE UNION ELEMENTARY,607680,2009-10,311417,307784,-3633,0,0,0,307784,46167.6,1,+,0,0,+,+,0,0,0,0,0
2011,California,CASTAIC UNION ELEMENTARY,607740,2009-10,411799,393448,-18351,21017,21360,343,414808,62221.2,1,+,0,0,+,+,0,0,0,0,0
2011,California,CASTLE ROCK UNION ELEMENTARY,607770,2009-10,12864,13677,813,0,0,0,13677,2051.55,1,+,0,0,+,+,0,0,0,0,0
2011,California,CASTRO VALLEY UNIFIED,607800,2009-10,1391150,1382668,-8482,39417,48347,8930,1431015,214652.25,1,+,0,0,+,+,0,0,0,0,0
2011,California,CAYUCOS ELEMENTARY,607840,2009-10,39104,37568,-1536,1638,1316,-322,38884,5832.6,1,+,0,0,+,+,0,0,0,0,0
2011,California,CENTER UNIFIED,607900,2009-10,952641,959617,6976,22232,22232,0,981849,147277.35,2,+,0,0,+,+,0,0,0,0,0
2011,California,CENTINELA VALLEY UNION HIGH,607920,2009-10,1045850,983634,-62216,0,0,0,983634,147545.1,1,+,0,0,+,+,0,0,0,0,0
2011,California,CENTRAL ELEMENTARY,607950,2009-10,667315,631034,-36281,0,0,0,631034,94655.1,1,+,0,0,+,+,0,0,0,0,0
2011,California,CENTRAL UNIFIED,607970,2009-10,1951880,2148324,196444,62306,68301,5995,2216625,332493.75,1,+,0,0,+,+,0,0,0,0,0
2011,California,CENTRAL UNION ELEMENTARY,607980,2009-10,75874,75874,0,0,0,0,75874,11381.1,1,+,0,0,+,+,0,0,0,0,0
2011,California,CENTRAL UNION HIGH,608010,2009-10,635340,631255,-4085,0,0,0,631255,94688.25,1,+,0,0,+,+,0,0,0,0,0
2011,California,CENTRALIA ELEMENTARY,608070,2009-10,949234,1022598,73364,70634,68423,-2211,1091021,163653.15,1,+,0,0,+,+,0,0,0,0,0
2011,California,CERES UNIFIED,608130,2009-10,2161382,2108582,-52800,0,0,0,2108582,316287.3,1,+,0,0,+,+,0,0,0,0,25
2011,California,CHAFFEY UNION HIGH,608160,2009-10,4164160,4079675,-84485,0,0,0,4079675,611951.25,1,+,0,0,+,+,0,0,0,0,0
2011,California,CHARTER OAK UNIFIED,608190,2009-10,914355,884642,-29713,20669,17387,-3282,902029,135304.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,CHATOM UNION,608250,2009-10,83494,92230,8736,0,0,0,92230,13834.5,1,+,0,0,+,+,0,0,0,0,0
2011,California,CHICO UNIFIED,608370,2009-10,1464885,1626769,161884,97374,99022,1648,1725791,258868.65,1,+,0,0,+,+,0,0,0,0,0
2011,California,CHINO UNIFIED,608460,2009-10,5361726,5377245,15519,0,0,0,5377245,806586.75,1,+,0,0,+,+,0,0,0,0,0
2011,California,CHOWCHILLA ELEMENTARY,608520,2009-10,128204,130230,2026,0,0,0,130230,19534.5,1,+,0,0,+,+,0,0,0,0,0
2011,California,CHOWCHILLA UNION HIGH,608550,2009-10,62815,62761,-54,0,0,0,62761,9414.15,1,+,0,0,+,+,0,0,0,0,0
2011,California,CHUALAR UNION,608580,2009-10,31746,30162.67,-1583.33,0,0,0,30162.67,4524.4,1,+,0,0,+,+,0,0,0,0,0
2011,California,CHULA VISTA CITY ELEMENTARY,608610,2009-10,4794483,4925801,131318,217407,253200,35793,5179001,776850.15,1,+,0,0,+,+,0,0,0,0,0
2011,California,CIENEGA UNION ELEMENTARY,608640,2009-10,4509,3844,-665,0,0,0,3844,576.6,1,+,0,0,+,+,0,0,0,0,0
2011,California,CINNABAR ELEMENTARY,608700,2009-10,48787,44960,-3827,0,0,0,44960,6744,1,+,0,0,+,+,0,0,0,0,0
2011,California,CLAREMONT UNIFIED,608760,2009-10,1278527,1269471,-9056,17224,16049,-1175,1285520,192828,1,+,0,0,+,+,0,0,0,0,0
2011,California,CLAY JOINT ELEMENTARY,608850,2009-10,21418,15561,-5857,0,0,0,15561,2334.15,1,+,0,0,+,+,0,0,0,0,0
2011,California,CLOVERDALE UNIFIED,608970,2009-10,311231,285966,-25265,12684,8893,-3791,294859,44228.85,1,+,0,0,+,+,0,0,0,0,0
2011,California,CLOVIS UNIFIED,609030,2009-10,5929377,5993110,63733,105004,109507,4503,6102617,915392.55,1,+,0,0,+,+,0,0,0,0,0
2011,California,COACHELLA VALLEY UNIFIED,609070,2009-10,2566017,2460252,-105765,39709,36955,-2754,2497207,374581.05,1,+,0,0,+,+,0,0,0,0,0
2011,California,COALINGA/HURON JOINT UNIFIED,609120,2009-10,536536,585859,49323,12642,20584,7942,606443,90966.45,1,+,0,0,+,+,0,0,0,0,0
2011,California,COLFAX ELEMENTARY,609300,2009-10,78784,107157,28373,0,2558,2558,109715,16457.25,1,+,0,0,+,+,0,0,0,0,0
2011,California,RIALTO UNIFIED,609390,2009-10,4002922,3932686,-70236,70251,70452,201,4003138,600470.7,1,+,0,0,+,+,0,0,0,0,0
2011,California,COLUMBIA ELEMENTARY,609450,2009-10,167021,164379,-2642,0,0,0,164379,24656.85,1,+,0,0,+,+,0,0,0,0,0
2011,California,COMPTON UNIFIED,609620,2009-10,3091919,4057984,966065,19142,75164.66,56022.66,4133148.66,619972.3,2,+,0,0,+,+,0,0,0,0,0
2011,California,CONEJO VALLEY UNIFIED,609640,2009-10,3705069.62,3608467,-96602.62,101745,94767,-6978,3703234,555485.1,1,+,0,0,+,+,0,0,0,0,0
2011,California,LEGGETT VALLEY UNIFIED,609665,2009-10,22848,26746,3898,0,1579,1579,28325,4248.75,1,+,0,0,+,+,0,0,0,0,0
2011,California,CORCORAN JOINT UNIFIED,609690,2009-10,123398,123398,0,0,0,0,123398,18509.7,1,+,0,0,+,+,0,0,0,0,0
2011,California,CORNING UNION ELEMENTARY,609780,2009-10,206816,209965,3149,0,0,0,209965,31494.75,1,+,0,0,+,+,0,0,0,0,0
2011,California,CORNING UNION HIGH,609810,2009-10,141504,143660,2156,0,0,0,143660,21549,1,+,0,0,+,+,0,0,0,0,0
2011,California,CORONA-NORCO UNIFIED,609850,2009-10,7963670,8136335,172665,161194,168274,7080,8304609,1245691.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,CORONADO UNIFIED,609870,2009-10,530129,532788,2659,22956,21549,-1407,554337,83150.55,1,+,0,0,+,+,0,0,0,0,0
2011,California,COTATI-ROHNERT PARK UNIFIED,609940,2009-10,1308726,1284089,-24637,49469,55901,6432,1339990,200998.5,1,+,0,0,+,+,0,0,0,0,0
2011,California,COTTONWOOD UNION ELEMENTARY,609990,2009-10,171121,190445,19324,0,0,0,190445,28566.75,1,+,0,0,+,+,0,0,0,0,0
2011,California,COVINA-VALLEY UNIFIED,610050,2009-10,2578741,2615602,36861,69586,76234,6648,2691836,403775.4,1,+,0,0,+,+,0,0,0,0,0
2011,California,CUDDEBACK UNION ELEMENTARY,610230,2009-10,33214,34124,910,0,0,0,34124,5118.6,1,+,0,0,+,+,0,0,0,0,0
2011,California,CULVER CITY UNIFIED,610260,2009-10,1192927,1209245,16318,31093,30775,-318,1240020,186003,1,+,0,0,+,+,0,0,0,0,0
2011,California,CUPERTINO UNION ELEMENTARY,610290,2009-10,2507856,2537779,29923,86083,88876,2793,2626655,393998.25,1,+,0,0,+,+,0,0,0,0,0
2011,California,CUTLER-OROSI JOINT UNIFIED,610350,2009-10,747013,694976,-52037,0,0,0,694976,104246.4,1,+,0,0,+,+,0,0,0,0,0
2011,California,CUTTEN ELEMENTARY,610380,2009-10,77926,74568,-3358,0,0,0,74568,11185.2,1,+,0,0,+,+,0,0,0,0,0
2011,California,CYPRESS ELEMENTARY,610440,2009-10,905837,759306,-146531,34869,31326,-3543,790632,118594.8,1,+,0,0,+,+,0,0,0,0,0
2011,California,DAVIS JOINT UNIFIED,610620,2009-10,1472543,1479768,7225,33531,32420,-1111,1512188,226828.2,1,+,0,0,+,+,0,0,0,0,0
2011,California,DEATH VALLEY UNIFIED,610680,2009-10,11792,10027,-1765,0,0,0,10027,1504.05,1,+,0,0,+,+,0,0,0,0,0
2011,California,DEHESA ELEMENTARY,610710,2009-10,231845,318773,86928,0,855,855,319628,47944.2,1,+,0,0,+,+,0,0,0,0,0
2011,California,DEL MAR UNION,610740,2009-10,663241,727159,63918,39026,42663,3637,769822,115473.3,1,+,0,0,+,+,0,0,0,0,0
2011,California,DEL NORTE COUNTY UNIFIED,610770,2009-10,696223,869890,173667,0,0,0,869890,130483.5,1,+,0,0,+,+,0,0,0,0,0
2011,California,DELANO JOINT UNION HIGH,610860,2009-10,702422,697350,-5072,0,0,0,697350,104602.5,1,+,0,0,+,+,0,0,0,0,0
2011,California,DELANO UNION ELEMENTARY,610890,2009-10,1274916,1300598,25682,18048,22569,4521,1323167,198475.05,1,+,0,0,+,+,0,0,0,0,0
2011,California,DENAIR UNIFIED,611040,2009-10,286714,256019,-30695,0,0,0,256019,38402.85,1,+,0,0,+,+,0,0,0,0,0
2011,California,DESERT CENTER UNIFIED,611100,2009-10,3185,0,-3185,0,0,0,0,0,1,+,0,0,+,+,0,0,0,0,0
2011,California,DESERT SANDS UNIFIED,611110,2009-10,4239227,4331094,91867,74784,87350,12566,4418444,662766.6,1,45933.5,100,0,+,+,0,0,0,0,0
2011,California,DI GIORGIO ELEMENTARY,611130,2009-10,38707,37170,-1537,1099,151,-948,37321,5598.15,1,+,0,0,+,+,0,0,0,0,0
2011,California,DIXIE ELEMENTARY,611220,2009-10,245204,273963,28759,0,0,0,273963,41094.45,1,14380,100,0,+,+,0,0,0,0,0
2011,California,DIXON UNIFIED,611280,2009-10,609147.44,615755.99,6608.55,23847.08,21412.63,-2434.45,637168.62,95575.29,1,+,0,0,+,+,0,0,0,0,0
2011,California,DOUGLAS CITY ELEMENTARY,611430,2009-10,31345,30908,-437,0,0,0,30908,4636.2,1,+,0,0,+,+,0,0,0,0,0
2011,California,DOWNEY UNIFIED,611460,2009-10,4559399,4598044,38645,74293,68249,-6044,4666293,699943.95,1,+,0,0,+,+,0,0,0,0,0
2011,California,DRY CREEK JOINT ELEMENTARY,611490,2009-10,1075014,1143807,68793,22291,28142,5851,1171949,175792.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,DUARTE UNIFIED,611520,2009-10,938280,890460,-47820,21691,23240,1549,913700,137055,1,+,0,0,+,+,0,0,0,0,0
2011,California,DUNHAM ELEMENTARY,611610,2009-10,22303,23205,902,0,0,0,23205,3480.75,1,+,0,0,+,+,0,0,0,0,0
2011,California,DURHAM UNIFIED,611730,2009-10,91502,95443,3941,0,0,0,95443,14316.45,1,+,0,0,+,+,0,0,0,0,0
2011,California,EARLIMART ELEMENTARY,611760,2009-10,394503,348349,-46154,0,0,0,348349,52252.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,EAST NICOLAUS JOINT UNION HIGH,611780,2009-10,31041,0,-31041,0,0,0,0,0,1,+,0,0,+,+,0,0,0,0,0
2011,California,EAST SIDE UNION HIGH,611820,2009-10,4399496,4292487,-107009,0,0,0,4292487,643873.05,2,+,0,0,+,+,0,0,0,0,0
2011,California,EAST WHITTIER CITY ELEMENTARY,611850,2009-10,1425931,1458868,32937,0,0,0,1458868,218830.2,1,+,0,0,+,+,0,0,0,0,0
2011,California,EASTSIDE UNION ELEMENTARY,611910,2009-10,399237,433671,34434,13262,13547,285,447218,67082.7,1,+,0,0,+,+,0,0,0,0,0
2011,California,EDISON ELEMENTARY,611940,2009-10,182833,182294,-539,942,454,-488,182748,27412.2,1,+,0,0,+,+,0,0,0,0,0
2011,California,EL CENTRO ELEMENTARY,612030,2009-10,1024067,1016675,-7392,0,0,0,1016675,152501.25,1,+,0,0,+,+,0,0,0,0,0
2011,California,EL DORADO UNION HIGH,612070,2009-10,800383,829980,29597,0,0,0,829980,124497,1,+,0,0,+,+,0,0,0,0,0
2011,California,EL MONTE CITY ELEMENTARY,612090,2009-10,1701744,1719865,18121,56313,56225,-88,1776090,266413.5,1,+,0,0,+,+,0,0,0,0,0
2011,California,EL MONTE UNION HIGH,612120,2009-10,1467978,1629619,161641,0,0,0,1629619,244442.85,1,+,0,0,+,+,0,0,0,0,0
2011,California,EL NIDO ELEMENTARY,612150,2009-10,17718,11985,-5733,0,0,0,11985,1797.75,1,+,0,0,+,+,0,0,0,0,0
2011,California,EL RANCHO UNIFIED,612180,2009-10,1758124,1681542,-76582,0,0,0,1681542,252231.3,1,+,0,0,+,+,0,0,0,0,0
2011,California,EL SEGUNDO UNIFIED,612210,2009-10,343293,369840,26547,29844,39077,9233,408917,61337.55,1,+,0,0,+,+,0,0,0,0,0
2011,California,ELK GROVE UNIFIED,612330,2009-10,9631637,9648321,16684,201513,208480,6967,9856801,1478520.15,2,+,0,0,+,+,0,0,0,0,0
2011,California,ELK HILLS ELEMENTARY,612360,2009-10,24725,8278,-16447,3610,1818,-1792,10096,1514.4,1,+,0,0,+,+,0,0,0,0,0
2011,California,ELVERTA JOINT ELEMENTARY,612600,2009-10,36512,41322,4810,0,0,0,41322,6198.3,1,+,0,0,+,+,0,0,0,0,0
2011,California,EMERY UNIFIED,612630,2009-10,115069,127723,12654,4206,2187,-2019,129910,19486.5,1,+,0,0,+,+,0,0,0,0,0
2011,California,EMPIRE UNION ELEMENTARY,612690,2009-10,546649,580418,33769,0,0,0,580418,87062.7,1,+,0,0,+,+,0,0,0,0,0
2011,California,ENCINITAS UNION ELEMENTARY,612750,2009-10,940778,910248,-30530,58229,46103,-12126,956351,143452.65,1,+,0,0,+,+,0,0,0,0,0
2011,California,ENTERPRISE ELEMENTARY,612810,2009-10,798331,809819,11488,0,0,0,809819,121472.85,1,+,0,0,+,+,0,0,0,0,0
2011,California,ESCALON UNIFIED,612840,2009-10,371923,365230,-6693,6439,6641,202,371871,55780.65,1,+,0,0,+,+,0,0,0,0,0
2011,California,ESCONDIDO UNION ELEMENTARY,612880,2009-10,3484198,3582073,97875,214552,251020,36468,3833093,574963.95,1,+,0,0,+,+,0,0,0,0,0
2011,California,ESCONDIDO UNION HIGH,612910,2009-10,1473274,1486041,12767,0,0,0,1486041,222906.15,1,+,0,0,+,+,0,0,0,0,0
2011,California,ESPARTO UNIFIED,612930,2009-10,175470,174597,-873,2273,2161,-112,176758,26513.7,1,+,0,0,+,+,0,0,0,0,0
2011,California,ETIWANDA ELEMENTARY,612960,2009-10,1964018,2108598,144580,0,0,0,2108598,316289.7,1,+,0,0,+,+,0,0,0,0,0
2011,California,EUREKA UNION ELEMENTARY,613080,2009-10,500796,497907,-2889,7150,9807,2657,507714,76157.1,1,+,0,0,+,+,0,0,0,0,0
2011,California,EVERGREEN ELEMENTARY,613140,2009-10,1772553,1617850,-154703,93487,100195,6708,1718045,257706.75,1,+,0,0,+,+,0,0,0,0,0
2011,California,EVERGREEN UNION ELEMENTARY,613170,2009-10,126992,128927,1935,0,0,0,128927,19339.05,1,+,0,0,+,+,0,0,0,0,0
2011,California,EXETER UNION ELEMENTARY,613200,2009-10,392326,342302,-50024,0,0,0,342302,51345.3,1,+,0,0,+,+,0,0,0,0,0
2011,California,EXETER UNION HIGH,613230,2009-10,171983,165457,-6526,0,0,0,165457,24818.55,1,+,0,0,+,+,0,0,0,0,0
2011,California,FAIRFAX ELEMENTARY,613290,2009-10,375998,400703,24705,12241,15147,2906,415850,62377.5,1,+,0,0,+,+,0,0,0,0,0
2011,California,FAIRFIELD-SUISUN UNIFIED,613360,2009-10,3591135.59,3639411.55,48275.96,134703.76,142037.14,7333.38,3781448.69,567217.3,1,+,0,0,+,+,0,0,0,0,0
2011,California,FALL RIVER JOINT UNIFIED,613470,2009-10,246345,251015,4670,0,0,0,251015,37652.25,1,+,0,0,+,+,0,0,0,0,0
2011,California,FALLBROOK UNION ELEMENTARY,613500,2009-10,899771,865390,-34381,56990,57113,123,922503,138375.45,1,+,0,0,+,+,0,0,0,0,0
2011,California,FALLBROOK UNION HIGH,613530,2009-10,445749,458244,12495,0,0,0,458244,68736.6,1,+,0,0,+,+,0,0,0,0,0
2011,California,FEATHER FALLS UNION ELEMENTARY,613710,2009-10,5078,11212,6134,0,0,0,11212,1681.8,1,+,0,0,+,+,0,0,0,0,0
2011,California,FIELDBROOK ELEMENTARY,613740,2009-10,26827,29069,2242,0,0,0,29069,4360.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,FILLMORE UNIFIED,613800,2009-10,659333.57,672318,12984.43,20587,22696,2109,695014,104252.1,1,+,0,0,+,+,0,0,0,0,0
2011,California,FIREBAUGH-LAS DELTAS UNIFIED,613840,2009-10,344794,337397,-7397,5418,5614,196,343011,51451.65,1,+,0,0,+,+,0,0,0,0,0
2011,California,FOLSOM-CORDOVA UNIFIED,613890,2009-10,3267852,3223988,-43864,91826,93455,1629,3317443,497616.45,1,+,0,0,+,+,0,0,0,0,0
2011,California,FONTANA UNIFIED,613920,2009-10,6783045,6873336,90291,163197,168657,5460,7041993,1056298.95,2,+,0,0,+,+,0,0,0,0,0
2011,California,FORESTHILL UNION ELEMENTARY,613980,2009-10,74574,69859,-4715,1682,1919,237,71778,10766.7,1,+,0,0,+,+,0,0,0,0,0
2011,California,FORESTVILLE UNION ELEMENTARY,614010,2009-10,43211,44960,1749,0,0,0,44960,6744,1,+,0,0,+,+,0,0,0,0,0
2011,California,FORT BRAGG UNIFIED,614070,2009-10,349423,396150,46727,23814,29665,5851,425815,63872.25,1,+,0,0,+,+,0,0,0,0,0
2011,California,FORT ROSS ELEMENTARY,614130,2009-10,2788,4351,1563,0,0,0,4351,652.65,1,+,0,0,+,+,0,0,0,0,0
2011,California,FORTUNA UNION ELEMENTARY,614160,2009-10,145632,131442,-14190,0,0,0,131442,19716.3,1,+,0,0,+,+,0,0,0,0,0
2011,California,FORTUNA UNION HIGH,614190,2009-10,136690,135234,-1456,0,0,0,135234,20285.1,1,+,0,0,+,+,0,0,0,0,0
2011,California,FOUNTAIN VALLEY ELEMENTARY,614220,2009-10,1074264,1070275,-3989,43700,41137,-2563,1111412,166711.8,1,+,0,0,+,+,0,0,0,0,0
2011,California,FOWLER UNIFIED,614250,2009-10,382292,316400,-65892,7224,6550,-674,322950,48442.5,1,+,0,0,+,+,0,0,0,0,0
2011,California,FRANKLIN-MCKINLEY ELEMENTARY,614370,2009-10,1575836,1664382,88546,61053,70008,8955,1734390,260158.5,1,+,0,0,+,+,0,0,0,0,0
2011,California,FREMONT UNIFIED,614400,2009-10,5350453,5389097,38644,185452,184560,-892,5573657,836048.55,2,+,0,0,+,+,1,825723,14.81,499,391
2011,California,FREMONT UNION HIGH,614430,2009-10,1700632,1738670,38038,0,0,0,1738670,260800.5,1,+,0,0,+,+,0,0,0,0,0
2011,California,FRENCH GULCH-WHISKEYTOWN ELEMENTARY,614490,2009-10,4544,5969,1425,0,0,0,5969,895.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,FRESHWATER ELEMENTARY,614520,2009-10,53654,54346,692,0,0,0,54346,8151.9,1,+,0,0,+,+,0,0,0,0,0
2011,California,FRESNO UNIFIED,614550,2009-10,14398891,14397328,-1563,342630,351514,8884,14748842,2212326.3,2,+,0,0,+,+,0,0,0,0,0
2011,California,WEST FRESNO ELEMENTARY,614580,2009-10,125210,0,-125210,0,0,0,0,0,1,+,0,0,+,+,0,0,0,0,0
2011,California,FRUITVALE ELEMENTARY,614700,2009-10,546247,566368,20121,12869,15905,3036,582273,87340.95,1,+,0,0,+,+,0,0,0,0,0
2011,California,FULLERTON ELEMENTARY,614730,2009-10,2383556,2445368,61812,66114,67693,1579,2513061,376959.15,1,+,0,0,+,+,0,0,0,0,0
2011,California,FULLERTON JOINT UNION HIGH,614760,2009-10,1826204,1975163,148959,0,0,0,1975163,296274.45,1,+,0,0,+,+,0,0,0,0,0
2011,California,GALT JOINT UNION ELEMENTARY,614790,2009-10,879316,888769,9453,34836,34836,0,923605,138540.75,1,+,0,0,+,+,0,0,0,0,0
2011,California,GALT JOINT UNION HIGH,614820,2009-10,302747,309153,6406,0,0,0,309153,46372.95,1,+,0,0,+,+,0,0,0,0,0
2011,California,GARDEN GROVE UNIFIED,614880,2009-10,8530181,8607744,77563,159185,165462,6277,8773206,1315980.9,2,+,0,0,+,+,0,0,0,0,0
2011,California,GARFIELD ELEMENTARY,614910,2009-10,14052,13903,-149,0,0,0,13903,2085.45,1,+,0,0,+,+,0,0,0,0,0
2011,California,GARVEY ELEMENTARY,614940,2009-10,989233,951621,-37612,32954,34860,1906,986481,147972.15,1,+,0,0,+,+,0,0,0,0,0
2011,California,GATEWAY UNIFIED,614950,2009-10,784711,619547,-165164,142782,145603,2821,765150,114772.5,1,+,0,0,+,+,0,0,0,0,0
2011,California,GENERAL SHAFTER ELEMENTARY,615000,2009-10,31305,27926,-3379,785,0,-785,27926,4188.9,1,+,0,0,+,+,0,0,0,0,0
2011,California,GEYSERVILLE UNIFIED,615150,2009-10,48787,65751,16964,0,2541,2541,68292,10243.8,1,+,0,0,+,+,0,0,0,0,0
2011,California,GILROY UNIFIED,615180,2009-10,1532489,1738773,206284,55965,55878,-87,1794651,269197.65,1,+,0,0,+,+,0,0,0,0,0
2011,California,GLENDALE UNIFIED,615240,2009-10,4811142,4741057,-70085,118729,131219,12490,4872276,730841.4,1,+,0,0,+,+,0,0,0,0,0
2011,California,GLENDORA UNIFIED,615270,2009-10,1428634,1419566,-9068,44783,30761,-14022,1450327,217549.05,1,+,0,0,+,+,0,0,0,0,0
2011,California,GOLD OAK UNION ELEMENTARY,615390,2009-10,54772,53776,-996,0,0,0,53776,8066.4,1,+,0,0,+,+,0,0,0,0,0
2011,California,GOLD TRAIL UNION ELEMENTARY,615450,2009-10,51918,51874,-44,0,0,0,51874,7781.1,1,+,0,0,+,+,0,0,0,0,0
2011,California,GOLDEN FEATHER UNION ELEMENTARY,615480,2009-10,21392,21218,-174,0,0,0,21218,3182.7,1,+,0,0,+,+,0,0,0,0,0
2011,California,GOLETA UNION ELEMENTARY,615510,2009-10,635181,718179,82998,6799,13754,6955,731933,109789.95,1,+,0,0,+,+,0,0,0,0,0
2011,California,GORMAN ELEMENTARY,615600,2009-10,52579,70211,17632,632,0,-632,70211,10531.65,1,+,0,0,+,+,0,0,0,0,0
2011,California,GRANT ELEMENTARY,615690,2009-10,92526,92369,-157,0,0,0,92369,13855.35,1,+,0,0,+,+,0,0,0,0,0
2011,California,GRASS VALLEY ELEMENTARY,615780,2009-10,418100,416967,-1133,73969,74269,300,491236,73685.4,1,+,0,0,+,+,0,0,0,0,0
2011,California,GRATTON ELEMENTARY,615810,2009-10,14178,12721,-1457,0,0,0,12721,1908.15,1,+,0,0,+,+,0,0,0,0,0
2011,California,GRAVENSTEIN UNION ELEMENTARY,615840,2009-10,91557,100802,9245,3805,3811,6,104613,15691.95,1,+,0,0,+,+,0,0,0,0,0
2011,California,GREEN POINT ELEMENTARY,615990,2009-10,3832,2528,-1304,0,0,0,2528,379.2,1,+,0,0,+,+,0,0,0,0,0
2011,California,GREENFIELD UNION,616050,2009-10,1436444,1511992,75548,33899,41806,7907,1553798,233069.7,1,+,0,0,+,+,0,0,0,0,0
2011,California,GREENFIELD UNION ELEMENTARY,616080,2009-10,414466,372597.64,-41868.36,0,0,0,372597.64,55889.65,1,+,0,0,+,+,0,0,0,0,0
2011,California,GROSSMONT UNION HIGH,616230,2009-10,4180862,4064326,-116536,0,0,0,4064326,609648.9,1,+,0,0,+,+,0,0,0,0,0
2011,California,GUADALUPE UNION ELEMENTARY,616260,2009-10,173597,182235,8638,2069,4417,2348,186652,27997.8,1,+,0,0,+,+,0,0,0,0,0
2011,California,CUCAMONGA ELEMENTARY,616300,2009-10,407150,404324,-2826,0,0,0,404324,60648.6,1,+,0,0,+,+,0,0,0,0,0
2011,California,GUERNEVILLE ELEMENTARY,616320,2009-10,51575,47860,-3715,0,0,0,47860,7179,1,+,0,0,+,+,0,0,0,0,0
2011,California,GUSTINE UNIFIED,616323,2009-10,196674,222579,25905,0,0,0,222579,33386.85,1,+,0,0,+,+,0,0,0,0,0
2011,California,HACIENDA LA PUENTE UNIFIED,616325,2009-10,3689322,3738355,49033,89481,82008,-7473,3820363,573054.45,1,+,0,0,+,+,0,0,0,0,0
2011,California,HANFORD ELEMENTARY,616470,2009-10,211524,211524,0,0,0,0,211524,31728.6,1,+,0,0,+,+,0,0,0,0,0
2011,California,HANFORD JOINT UNION HIGH,616500,2009-10,149490,149490,0,0,0,0,149490,22423.5,1,+,0,0,+,+,0,0,0,0,0
2011,California,HAPPY VALLEY ELEMENTARY,616560,2009-10,11991,11991,0,0,0,0,11991,1798.65,1,+,0,0,+,+,0,0,0,0,0
2011,California,HAPPY VALLEY UNION ELEMENTARY,616570,2009-10,99632,97002,-2630,0,0,0,97002,14550.3,1,+,0,0,+,+,0,0,0,0,0
